slug,scene,genre,year,artist,title
dub,Downtempo,Dub,1978,Light Of Saba,Lambs Bread Collie (12 Inch)
dub,Downtempo,Dub,1978,Gregory Isaacs,Leggo Beast
dub,Downtempo,Dub,1978,Jah Glen,Save Our Nation (Extended)
dub,Downtempo,Dub,1978,Ruddy Thomas,Dry Up Your Tears (12 Inch)
dub,Downtempo,Dub,1978,Lion Youth,Rat A Cut Bottle (12 Inch)
dub,Downtempo,Dub,1979,Prince Far I & Culture,Black Reggae Music (12 Inch)
dub,Downtempo,Dub,1979,Paul Blackman,"Earth, Wind And Fire"
dub,Downtempo,Dub,1979,Rod Taylor,If Jah Should Come Now (12 Inch)
dub,Downtempo,Dub,1979,Prince Jammy,Fist Of Fury
dub,Downtempo,Dub,1979,Junior Delgado & Jah Bug,Warrior (12 Inch)
dub,Downtempo,Dub,1979,Black Uhuru,Leaving To Zion
dub,Downtempo,Dub,1979,Johnny Clarke,Stop Them Jah (12 Inch)
dub,Downtempo,Dub,1979,Mikey Dread & Earl 16,Original General
dub,Downtempo,Dub,1979,U Black,Dread Pan Some (12 Inch)
dub,Downtempo,Dub,1979,Prince Jammy & The Aggrovators,Out Of Order
dub,Downtempo,Dub,1980,Robert Emanuel & Ranking Simeon,Don't Get Weary (12 Inch)
dub,Downtempo,Dub,1980,Sly & The Revolutionaries,Cocaine
dub,Downtempo,Dub,1980,Itals & Trinity,In A Dis Ya Time (Ready Done) (12 Inch)
dub,Downtempo,Dub,1980,Roman Stewart,Herbalist (12 Inch)
dub,Downtempo,Dub,1980,Hugh Mundell,Jah Fire Will Be Burning (12 Inch)
dub,Downtempo,Dub,1980,A. Pearson,No More War (12 Inch)
dub,Downtempo,Dub,1981,Willy Williams,Armagideon Man (12 Inch)
dub,Downtempo,Dub,1981,Wayne Jarrett,King Tubby's Satta Dread (12 Inch)
dub,Downtempo,Dub,1981,Junior Reid,If I & If I Dub
dub,Downtempo,Dub,1981,Johnny Osbourne,Little Lover (Discomix) (12 Inch)
dub,Downtempo,Dub,1981,Robert Emanuel & Ranking Simeon,Jah Is My Light (12 Inch)
dub,Downtempo,Dub,1981,Sugar Minott & Black Roots Players,Lovers Dubbers
dub,Downtempo,Dub,1981,Eek-A-Mouse,Christmas A Come (12 Inch)
dub,Downtempo,Dub,1981,"Yabby U, W Wade & Horace Andy",Beware Dub & Undi (12 Inch)
dub,Downtempo,Dub,1982,The Dub Syndicate,Humourless Journalist Works To Rules
dub,Downtempo,Dub,1982,Wayne Wade & Al Campbell,Five Man Army (12 Inch)
dub,Downtempo,Dub,1982,Jah Shaka & Junior Brown,Fly Me Away Home (12 Inch)
dub,Downtempo,Dub,1982,Roots Radics,The Alien Aborts
dub,Downtempo,Dub,1982,Junior Reid,Jail House (12 Inch)
dub,Downtempo,Dub,1982,Clint Eastwood & General Saint,Matty Gunga Walk (12 Inch)
dub,Downtempo,Dub,1982,Horace Andy,Musical Episode (12 Inch)
dub,Downtempo,Dub,1983,Augustus Pablo,Jah In The Hills
dub,Downtempo,Dub,1983,Wailing Souls,War
dub,Downtempo,Dub,1983,Johnny Clarke,Young Rebel (Fyah mix) (12 Inch)
dub,Downtempo,Dub,1983,Ini Kamosa,Trouble You A Trouble Me (12 Inch)
dub,Downtempo,Dub,1983,Dennis Brown,Revolution
dub,Downtempo,Dub,1984,Ripton Hilton,Creation (12 Inch)
dub,Downtempo,Dub,1984,Horace Andy,Gunshot (12 Inch)
dub,Downtempo,Dub,1984,Shinehead,Billy Jean
dub,Downtempo,Dub,1985,Kultura,Lew Ja I Ja Dub
dub,Downtempo,Dub,1985,Ub40,I Got You Babe (Dub Version)
dub,Downtempo,Dub,1985,Johnny Osbourne,Budy Bye
dub,Downtempo,Dub,1986,African Head Charge,Some Bizarre
dub,Downtempo,Dub,1987,Earl Sixteen,Changing World
dub,Downtempo,Dub,1988,Barmy Army,Billy Bonds M.b.e.
dub,Downtempo,Dub,1988,Lee 'scratch' Perry & The Upsetters,I Am A Madman
dub,Downtempo,Dub,1988,Jc Lodge,Telephone Love
dub,Downtempo,Dub,1989,Dread & Fred,Warrior Stance
dub,Downtempo,Dub,1990,African Head Charge,Dervish Chant
dub,Downtempo,Dub,1990,Alpha & Omega,Dub Unto Me
dub,Downtempo,Dub,1991,Original Rockers,Push Push (The Underwater World Of Jah Cousteau)
dub,Downtempo,Dub,1992,Sly & Robbie,Dub Glory
dub,Downtempo,Dub,1992,Original Rockers,Sexy Selector
dub,Downtempo,Dub,1993,Zion Train,Arise
dub,Downtempo,Dub,1993,Centry Meets The Music Family,Release The Chains
dub,Downtempo,Dub,1993,Cottonbelly,Edge Test 1
dub,Downtempo,Dub,1994,Scorn,The End
dub,Downtempo,Dub,1994,Mouse On Mars,Future Dub
dub,Downtempo,Dub,1994,Transcend,2001
dub,Downtempo,Dub,1994,Automaton,Astral Altar Dub
dub,Downtempo,Dub,1994,Bud Bongo,Dub One
dub,Downtempo,Dub,1995,Manasseh Meets The Equaliser,Spirit Dance
dub,Downtempo,Dub,1995,Augustus Pablo,Suki Yaki
dub,Downtempo,Dub,1995,Ras Command,Education
dub,Downtempo,Dub,1995,Granule,Withered In My Knapsack
dub,Downtempo,Dub,1995,Insanity Sect,Late Night
dub,Downtempo,Dub,1995,Disciples,The Struggle Of Life
dub,Downtempo,Dub,1995,Rockers All Stars,You Never Know (Dub)
dub,Downtempo,Dub,1995,Iration Steppas vs Dennis Rootical,Untitled
dub,Downtempo,Dub,1995,2 Badcard,"Sergio Mendez, Pt. 1"
dub,Downtempo,Dub,1996,Scientist Meets Roots Radics,Miss Know It All
dub,Downtempo,Dub,1996,Sacred System,Galactic Zone
dub,Downtempo,Dub,1996,Cocoa Tea,Heathen
dub,Downtempo,Dub,1997,Bob Marley,Exodus (Bill Laswell Ambient Dub Translation)
dub,Downtempo,Dub,1997,Journeyman,50cc Part 1
dub,Downtempo,Dub,1997,Lee 'scratch' Perry With Dieter Meier,Maxi Merlin
dub,Downtempo,Dub,1997,Rhys Chatham & Martin Wheeler,Charm
dub,Downtempo,Dub,1997,Cottonbelly,Intense Dub
dub,Downtempo,Dub,1997,George Nooks,I've Got To Dub
dub,Downtempo,Dub,1997,Gregory Isaacs,Night Nurse (Cottonbelly mix)
dub,Downtempo,Dub,1998,Sandoz,Spiritual Vibe
dub,Downtempo,Dub,1998,Grand Phabao,Anoub Head Yudu
dub,Downtempo,Dub,1998,12 From A Dozen,Space Talk
dub,Downtempo,Dub,1999,Skull Mystik,Y Dub
dub,Downtempo,Dub,1999,Hypnotix,Her Last Will
dub,Downtempo,Dub,1999,Ethnician,U.S.S.
dub,Downtempo,Dub,2000,Bill Laswell,Cybotron
dub,Downtempo,Dub,2000,Razoof,Montego Bay (Trance Vision Steppers mix)
dub,Downtempo,Dub,2000,Solaroid,Travelinside
dub,Downtempo,Dub,2000,Superpulse,Towards The Edge
dub,Downtempo,Dub,2000,I-Cube,Le Dub
dub,Downtempo,Dub,2001,Dreadzone III,Cause Fx
dub,Downtempo,Dub,2001,Earl Zinger,Song 2wo
dub,Downtempo,Dub,2001,The Merkin Dream,14 Barnes Dub Explosion
dub,Downtempo,Dub,2002,Glen Brown & Ranking Joe,Destiny
dub,Downtempo,Dub,2002,Cirque De Soleil,Africa (Cottonbelly mix)
dub,Downtempo,Dub,2002,Wayne Jarrett,Garden Of Eden
dub,Downtempo,Dub,2003,Salmonella Dub,Dub Survivor
dub,Downtempo,Dub,2003,Port Brasta Crew,Smoke Dub
dub,Downtempo,Dub,2003,Ganja Beats,The Herb Is Good
dub,Downtempo,Dub,2003,Ziontek,Key To Another World
dub,Downtempo,Dub,2003,High Plains Drifter feat Goldspot Productions,Sholay (Epic mix)
dub,Downtempo,Dub,2003,Jazzanova,Keep Falling (Forss mix)
dub,Downtempo,Dub,2004,Zion Train,Love Revolutionary (Dub Creator mix)
dub,Downtempo,Dub,2004,Jah Mason,Rumours Of War
dub,Downtempo,Dub,2004,Sounds From The Ground,Ten Tons Of Dope
dub,Downtempo,Dub,2004,Dub Syndicate,Adam & Eve
dub,Downtempo,Dub,2005,Visti And Meyland,Major Tom
dub,Downtempo,Dub,2005,Grey Area,Avon Dub
dub,Downtempo,Dub,2005,I Wayne,Free The People
dub,Downtempo,Dub,2006,Baroquedub,Wearing Nothing But Attitude
dub,Downtempo,Dub,2006,Notty-D,Fyah Mon Dub
dub,Downtempo,Dub,2006,El Bib,Cosmic Dub
dub,Downtempo,Dub,2007,The Orb,Lost And Found
dub,Downtempo,Dub,2007,Ashtech,While The Music Plays
dub,Downtempo,Dub,2007,Blaminack,In Your Hand
dub,Downtempo,Dub,2007,Pulshar,Dub By The River
dub,Downtempo,Dub,2008,Tes La Rok,Living Fire
dub,Downtempo,Dub,2008,Lion Of Joppa Soundsystem,Earth's Rightful Ruler
dub,Downtempo,Dub,2009,The Spit Brothers,Roll And Tumble (Bakir & Dubsworths Vip mix)
dub,Downtempo,Dub,2009,Uffe Meets J.A.H.N.O.,Broken Dub
dub,Downtempo,Dub,2009,The Deadbeats,Just Another Day
dub,Downtempo,Dub,2010,Ish Dub & Juan Cano,Good Bye South Africa
dub,Downtempo,Dub,2011,Dubatak feat Ruben Da Silva,High Grade
dub,Downtempo,Dub,2011,D'ubserver,Dial 999
dub,Downtempo,Dub,2012,Skintologists,Off The Klik
dub,Downtempo,Dub,2012,Aldubb,Out Of Nothingness
dub,Downtempo,Dub,2014,Jagwar Ma,Did You Have To Float On
dub,Downtempo,Dub,2017,Mystica Tribe,Global Village
dubstep,UK Garage,Dubstep,2002,Kryptic Minds,One Of Us
dubstep,UK Garage,Dubstep,2003,DJ Hatcha,Dub Express
dubstep,UK Garage,Dubstep,2003,Benny III vs DJ Hatcha,Highland Spring
dubstep,UK Garage,Dubstep,2004,Loefah,Jungle Infiltrator
dubstep,UK Garage,Dubstep,2004,Digital Mystikz,Twis Up
dubstep,UK Garage,Dubstep,2005,Coki,Officer
dubstep,UK Garage,Dubstep,2005,Slaughter Mob,Tinji
dubstep,UK Garage,Dubstep,2005,Extrawelt,Zu Fuss
dubstep,UK Garage,Dubstep,2006,Emalkay,Gut Feeling
dubstep,UK Garage,Dubstep,2006,Bass Clef,Cannot Be Straightened
dubstep,UK Garage,Dubstep,2006,Mala,Left Leg Out
dubstep,UK Garage,Dubstep,2006,Soundproof Productions,Marv
dubstep,UK Garage,Dubstep,2006,Digital Mystikz,Haunted
dubstep,UK Garage,Dubstep,2006,Benga,Flame
dubstep,UK Garage,Dubstep,2006,D1,Degrees
dubstep,UK Garage,Dubstep,2006,Kode9,9 Samurai
dubstep,UK Garage,Dubstep,2007,Goth,Trad Swamp
dubstep,UK Garage,Dubstep,2007,Kromestar,Behind Closed Doors
dubstep,UK Garage,Dubstep,2007,Zinc,Flim (Skream mix)
dubstep,UK Garage,Dubstep,2007,Babylon System,Loaded
dubstep,UK Garage,Dubstep,2007,Rusko,Original Cut
dubstep,UK Garage,Dubstep,2007,Skream & Cluekid,Sandsnake
dubstep,UK Garage,Dubstep,2007,The Bug feat Killa P & Flow Dan,Skeng
dubstep,UK Garage,Dubstep,2007,Geeneus,Star Buck
dubstep,UK Garage,Dubstep,2007,Distinction,After Life
dubstep,UK Garage,Dubstep,2007,Caspa,Big Headed Slags
dubstep,UK Garage,Dubstep,2007,Benga,26 Basslines
dubstep,UK Garage,Dubstep,2007,Coki,Red Eye
dubstep,UK Garage,Dubstep,2007,Loefah,Disko Rekah
dubstep,UK Garage,Dubstep,2008,King Cannibal,Flower Of Flesh And Blood
dubstep,UK Garage,Dubstep,2008,Clouds,Mighty Eyeball Rays
dubstep,UK Garage,Dubstep,2008,Kromestar,Pissed Off
dubstep,UK Garage,Dubstep,2008,Unitz,The Drop
dubstep,UK Garage,Dubstep,2008,6blocc,The End
dubstep,UK Garage,Dubstep,2008,Benga & Coki,Night
dubstep,UK Garage,Dubstep,2008,Crissy Criss,Soap Dodger
dubstep,UK Garage,Dubstep,2008,Skream,Oskillatah
dubstep,UK Garage,Dubstep,2008,Neil Landstrumm,Little Help From Rustie
dubstep,UK Garage,Dubstep,2008,Zeno,Shades Of Yellow
dubstep,UK Garage,Dubstep,2008,Roommate,Rudebwoy Shuffle
dubstep,UK Garage,Dubstep,2008,F1,Airbus
dubstep,UK Garage,Dubstep,2009,Bar 9,Extort
dubstep,UK Garage,Dubstep,2009,Dub Rucka,Chelsea Tractor
dubstep,UK Garage,Dubstep,2009,Dumbsteppaz,Terrorist Dub Vip
dubstep,UK Garage,Dubstep,2009,Afterdark,Ghost
dubstep,UK Garage,Dubstep,2009,Chasing Shadows,Flashing Lights
dubstep,UK Garage,Dubstep,2009,Wartech,The Flying Fox
dubstep,UK Garage,Dubstep,2009,Dub Crookz,Malfunction
dubstep,UK Garage,Dubstep,2010,Jfb,Duck Jam
dubstep,UK Garage,Dubstep,2010,Flux Pavilion,Normalize
dubstep,UK Garage,Dubstep,2010,Freeze & Lx One,Forseen Koula
dubstep,UK Garage,Dubstep,2010,Original Sin & Taxman,Take No More
dubstep,UK Garage,Dubstep,2010,Noah D,Seeerious
dubstep,UK Garage,Dubstep,2010,Caspa,The Terminator
dubstep,UK Garage,Dubstep,2011,Big Gigantic,Nocturnal
dubstep,UK Garage,Dubstep,2011,J-Kenzo,The Roteks
dubstep,UK Garage,Dubstep,2011,Roksonix,2 Bad
dubstep,UK Garage,Dubstep,2011,Kidnappa,Rukus (16bit mix)
dubstep,UK Garage,Dubstep,2012,Killawatt & Core,Black Mamba
dubstep,UK Garage,Dubstep,2012,Youngsta,Destruction
dubstep,UK Garage,Dubstep,2013,Getter,Fallout (Vip)
dubstep,UK Garage,Dubstep,2013,Herobust,Thang Is Jumpin
dubstep,UK Garage,Dubstep,2014,Mala,"Expected, Level 10"
dubstep,UK Garage,Dubstep,2014,The Bug feat Flowdan,Dirty
dubstep,UK Garage,Dubstep,2014,Apashe,No Twerk
dutchhouse,Eurotrance,Dutch House,2008,DJ Chuckie,Let The Bass Kick
dutchhouse,Eurotrance,Dutch House,2010,Starkillers & Dmitry Ko,Big Disco
dutchhouse,Eurotrance,Dutch House,2011,Long Jawns & Billy The Gent,Vibrate (Rampage And Nader Edit)
dutchhouse,Eurotrance,Dutch House,2011,Eva,Ashes (Chuckie mix)
dutchhouse,Eurotrance,Dutch House,2012,Phat Duece,Gangsta
dutchhouse,Eurotrance,Dutch House,2012,Shaun D,Don Dadda
dutchhouse,Eurotrance,Dutch House,2014,Martin Garrix,Animals
dutchhouse,Eurotrance,Dutch House,2014,"Dimitri Vegas, Martin Garrix & Like Mike",Tremor
dutchhouse,Eurotrance,Dutch House,2014,Style Of Eye feat Sirena,Louder
dutchhouse,Eurotrance,Dutch House,2014,Heatbeat,Buenosaurus
dutchhouse,Eurotrance,Dutch House,2015,Fiveam,Showtime
ebm,Industrial/Goth,EBM,1981,Liaisons Dangereuses,Los Ninos Del Parque
ebm,Industrial/Goth,EBM,1981,Absolute Body Control,So Obvious
ebm,Industrial/Goth,EBM,1982,Terror Against Terror,By Any Means Necessary
ebm,Industrial/Goth,EBM,1982,DAF,Der Mussolini
ebm,Industrial/Goth,EBM,1983,Absolute Body Control,Love At First Sight
ebm,Industrial/Goth,EBM,1984,Art Of Noise,Close (To The Edit)
ebm,Industrial/Goth,EBM,1984,Anne Clark,Our Darkness
ebm,Industrial/Goth,EBM,1984,Cabaret Voltaire,Sensoria
ebm,Industrial/Goth,EBM,1984,The Flowerpot Men,Jo's So Mean To Josephine
ebm,Industrial/Goth,EBM,1984,Chris & Cosey,Driving Blind
ebm,Industrial/Goth,EBM,1985,DAF,Brothers (Mix Gabi)
ebm,Industrial/Goth,EBM,1985,Skinny Puppy,Assimilate
ebm,Industrial/Goth,EBM,1986,A Split Second,On Command
ebm,Industrial/Goth,EBM,1986,The Invincible Spirit,Push!
ebm,Industrial/Goth,EBM,1986,Signal Aout 42,Pleasure And Crime
ebm,Industrial/Goth,EBM,1986,Nitzer Ebb,Murderous
ebm,Industrial/Goth,EBM,1986,KMFDM,Kickin' Ass
ebm,Industrial/Goth,EBM,1986,Ministry,We Believe
ebm,Industrial/Goth,EBM,1987,The Cassandra Complex,Angels In The Sky
ebm,Industrial/Goth,EBM,1987,Pankow,Sickness Takin' Over
ebm,Industrial/Goth,EBM,1987,A Split Second,Rigor Mortis
ebm,Industrial/Goth,EBM,1987,Ptp,Show Me Your Spine
ebm,Industrial/Goth,EBM,1987,Cabaret Voltaire,Here To Go
ebm,Industrial/Goth,EBM,1987,A Split Second,Drinking Sand
ebm,Industrial/Goth,EBM,1988,Tribantura,Lack Of Sense
ebm,Industrial/Goth,EBM,1988,The Grief,Kyn (12 Inch)
ebm,Industrial/Goth,EBM,1988,Bigod 20,America
ebm,Industrial/Goth,EBM,1988,Vomito Negro,Monday
ebm,Industrial/Goth,EBM,1988,Jass,Theme (W.R..)
ebm,Industrial/Goth,EBM,1988,Carlos Peron,Dirty Song
ebm,Industrial/Goth,EBM,1988,Off,Be My Dream
ebm,Industrial/Goth,EBM,1988,Front 242,Headhunter
ebm,Industrial/Goth,EBM,1988,Pluuto,Isn't It Crazy
ebm,Industrial/Goth,EBM,1989,Force Legato,System
ebm,Industrial/Goth,EBM,1989,The Weathermen,Bang Bang!
ebm,Industrial/Goth,EBM,1989,Skinny Puppy,Worlock
ebm,Industrial/Goth,EBM,1989,Scope,Die Zukunft (Last Minute mix)
ebm,Industrial/Goth,EBM,1989,Nine Inch Nails,Head Like A Hole
ebm,Industrial/Goth,EBM,1989,Scarecrow,Black Door
ebm,Industrial/Goth,EBM,1990,Konzept,Hypnautic Beats
ebm,Industrial/Goth,EBM,1990,Die Warzau,Bodybag
ebm,Industrial/Goth,EBM,1990,The Invincible Spirit,Everybody Should Know
ebm,Industrial/Goth,EBM,1990,Blind Vision,Don't Look At Me (G-Mix)
ebm,Industrial/Goth,EBM,1990,Recall Iv,Contrast (Boing mix)
ebm,Industrial/Goth,EBM,1990,X Marks The Pedwalk,Abattoir
ebm,Industrial/Goth,EBM,1990,Duce,Krieg Oder Frieden
ebm,Industrial/Goth,EBM,1990,Bigod 20,The Bog
ebm,Industrial/Goth,EBM,1990,Voltage Control,Apocalypse
ebm,Industrial/Goth,EBM,1990,Klangwerk,Die Kybernauten (Part II)
ebm,Industrial/Goth,EBM,1990,Absurd,Der Akt
ebm,Industrial/Goth,EBM,1991,Coil,Love's Secret Domain
ebm,Industrial/Goth,EBM,1991,Front 242,Moldavia
ebm,Industrial/Goth,EBM,1991,Structure,Das Licht
ebm,Industrial/Goth,EBM,1991,Pouppee Fabrikk,T.O.T.D.N.
ebm,Industrial/Goth,EBM,1991,A-Head,Deep Down (Pressure mix)
ebm,Industrial/Goth,EBM,1991,Chimo Bayo,Asi Me Gusta A Mi (X-Si X-No)
ebm,Industrial/Goth,EBM,1991,The Overlords,Sundown (Sunshine & 909 Baby mix)
ebm,Industrial/Goth,EBM,1991,Sonic System,Operation Desert Storm
ebm,Industrial/Goth,EBM,1991,Voltage Control,Antithesis
ebm,Industrial/Goth,EBM,1991,Air Of Gloom,Meditation
ebm,Industrial/Goth,EBM,1991,Shift,Electrofixx
ebm,Industrial/Goth,EBM,1991,Exposure To Little Electronic Noises,Precaution
